SKU,Descripción,Stock
CR123C326A,ELEMENTO TERMICO 2.79-2.75,61
CR123C330B,ELEMENTO TERMICO 32.5-31.06,28
CR123C356A,CR123C356A ELEMENTO TERMICO 3.31-3.25,30
CR123C366B,ELEMENTO TERMICO 36.7-34.7,3
CR123C379A,ELEMENTO TERMICO 3.70-3.43,26
CR123C400B,ELEMENTO TERMICO 36.8-41.9,21
CR123C419A,ELEMENTO TERMICO 4.06-4.03,8
CR123C440B,ELEMENTO TERMICO,54
CR123C460B,ELEMENTO TERMICO,30
CR123C466A,ELEMENTO TERMICO,12
CR123C490B,ELEMENTO TERMICO,30
CR123C500B,ELEMENTO TERMICO,30
CR123C526A,ELEMENTO TERMICO 4.95-4.94,33
CR123C550B,ELEMENTO TERMICO,3
CR123C592A,ELEMENTO TERMICO 5.49-5.36,9
CR123C600B,ELEMENTO TERMICO,30
CR123C630A,ELEMENTO TERMICO 5.91-5.77,15
CR123C695A,ELEMENTO TERMICO 6.47-6.35,18
CR123C778A,ELEMENTO TERMICO 7.20-6.92,25
CR123C955A,ELEMENTO TERMICO 8.72-8.47,18
CR123F104C,ELEMENTO TERMICO 87.5-82.2,23
CR123F114C,ELEMENTO TERMICO,17
CR123F118C,ELEMENTEO TERMICO,39
CR123F133C,ELEMENTO TERMICO,18
CR123F149C,ELEMENTO TERMICO,13
CR123F161C,ELEMENTO TERMICO,18
CR123F174C,ELEMENTO TERMICO,30
CR123F181B,ELEMENTO TERMICO,6
CR123F199B,ELEMENTO TERMICO,2
CR123F243B,ELEMENTO TERMICO,22
CR123F270B,ELEMENTO TERMICO,27
CR123F300B,ELEMENTO TERMICO 27.0-26.1,27
CR123F327B,ELEMENTO TERMICO 29.1-28.0,31
CR123F357B,ELEMENTO TERMICO 31.8-31.3,22
CR123F395B,ELEMENTO TERMICO,14
CR123F430B,ELEMENTO TERMICO,25
CR123F487B,ELEMENTO TERMICO 41.9-40.9,13
CR123F567B,ELEMENTO TERMICO,20
CR123F614B,ELEMENTO TERMICO 52.1-51.0,34
CR123F658B,ELEMENTO TERMICO 55.8-52.0,51
CR123F719B,ELEMENTO TERMICO,5
CR123F772B,ELEMENTO TERMICO 68.1-63.3,2
CR123F848B,ELEMENTO TERMICO,51
CR123F914B,ELEMENTO TERMICO 78.2-73.5,48
CR123H103B,ELEMENTO TERMICO,9
CR123H122B,ELEMENTO TERMICO,9
CR123H529A,ELEMENTO TERMICO,9
CR123H802A,ELEMENTO TERMICO,32
CR123H873A,ELEMENTO TERMICO,9
CR124D028,RELEVADOR T-2 LINEA 100,5
CR124F028,RELEVADOR T-4 LINEA 100,4
CR151B2,TABLILLA TERMINAL DE 12 PUNTOS 30A 600V,3
CR151B21AF,TABLILLA TERMINAL 12 PUNTOS C/CUBIERTA,22
CR151B6,TABLILLA TERMINAL 6P 30A,59
CR305A002,CONTACTOR ABIERTO 10A 1.5HP 220V,2
CR305C003,CONTACTOR T-1 3P 7.5HP 30A 220V S/GAB,4
CR305C004,CONTACTOR TIPO 1 30A BOBINA 460-480,4
CR305D002,CONTACTOR CR305 ABIERTO N2 50A,7
CR305E002,CONTACTOR T-3 3P 30HP 100A 110V S/GAB,2
CR305F002,CONTACTOR N1 150A 50HP 220V,2
CR305F004,CONTACTOR,1
CR305T003,ARRANCADOR BOBINA 220V,1
CR305X100A,CONTACTO AUXILIAR 1NA,4
CR305X100B,CONTACTO AUXILIAR 1NC,30
CR305X100E,CR305X100E Aux Cont,10
CR305X120N,ESTACION DE BOTONES,5
CR305X200A,CONTACTOR,4
CR305X200C,CONTACTO AUXILIAR T-2 1NA+1NC,1
CR305X220N,BOTONERA DE ENCENDER APAGAR,3
CR305X300A,CONTACTO AUXILIAR T-3 4 1NA,16
CR305X300B,CONTACTO AUXILIAR 1NA,1
CR305X350B,KITS DE LUZ PILOTO ROJO NEMA 3  4,1
CR306A002,ARRANCADOR N0 9A 1.5HP 220V,7
CR306A004,ARRANCADOR T-00 3P 9A 1.5HP 440V S/GAB,5
CR306A103,ARRANCADOR MARGNETICO,2
CR306B002,ARRANCADOR N0 18A 3HP 220V,4
CR306B004,ARRANCADOR,5
CR306B602,ARRANCADOR N0,3
CR306C002,ARRANCADOR N1 27A 7.5HP 220V,2
CR306C003,ARRANCADOR N1 27A 220V,4
CR306C023,ARRANCADOR N1,2
CR306C603,ARRANCADOR N0,2
CR306D002,ARRANCADOR N2 45A 15HP 220V,11
CR306D004,ARRAMCADOR NEMA 1,6
CR306E004,ARRANCADOR ABIERTO N3 90A 30HP,1
CR306E102,ARRANCADOR N3 90A 30HP 220V,1
CR306F002,ARRANCADOR N3 REV 135A 100HP,2
CR306F004,ARRANCADOR ABIERTO T4 135A,4
CR309C002,ARRANCADOR MAGNETICO,1
CR309C002CAA,ARRANCADOR MAGNETICO REV.,1
CR309D002,ARRANCADOR N2 REV.20HP 440V,1
CR309D004,ARRANCADOR MAGNETICO BOBINA 440V,4
CR324CXDS,RELEV. ESTADO SOLIDO T-1 0 .8-1.7A,1
CR324C310A,Relevador 3P  11  27A 1NC,5
CR324C310F,RELEVADOR  T-00 0 1 LINEA 300,11
CR324C360A,rele de sobrecarga 300-line  27A  N1,1
CR324C360F,relevador NEMA 00,4
CR324D310A,RELEVADOR T-2 LINEA 300,11
CR324D310F,RELE PN CR324D310F GENERAL ELECTRIC,7
CR324E310A,RELEVADOR T-3 GE,5
CR324E310F,RELEVADOR DE SOBRECARGA CR300 3 1NC,8
CR324E360F,RELEVADOR NEMA3,2
CR324F310F,Relevador de Sobrecarga CR300 4 1NC,3
CR324F660F,ARRANCADOR N4,5
CR353EG3BA1D,CONTACTOR PROPOSITO DEFINIDO,1
CR353FF3BH1BD,CONTACTOR DE PROPOSITO DEFINIDO 3P 60A,1
CR360L51304ADBZ,CONTACTOR DE ALUB.3P 100A B220V,1
CR420HPA022J,RELAY DPDT 120 VAC,2
CR420NPL0224,RELEVADOR  2P 15A 24VCD LED,39
CR453AC3HBBD00AB,CONTACTOR PROPOSITO DEFINIDO 3P 24V 30A,1
CR453CC3HLLAY,CONTACTOR PROPOSITO DEFINIDO,16
CR9500B100A2A,SOLENOIDE CAJA FUERTE INDUSTRIAL 600V,1
CSCN70A3103,CONTACTOR CAPACITIVO 70 KVAR 140 AMP,2
CSPT19AMARILLO,CINTA PLASTICA TEMFLEX 3/4,3
CTRLCCT-001,CONTROL REMOTO 8.5W 3V,1
CURP-100,"CURVA DE PVC 4""PESADO",5
CURP-19,"CODO PVC PESADO 3/4""",60
CURP-32,CURVA 90 PESADO 1 1/4'',404
CURP-38,"CURVA 1 1/2""PESADA PVC",79
CURP-64,"CURVA 90° DEPLAYUSA 2 /1/2"" PESADO",28
CURP-75,"CURVA DE 3"" PVC",17
CUR2X12,CABLWE USO RUDO 2X12,100
C04255J,BOBINA 110V P/CK85BA3-CK07BA4,1
C04255M,BOBINA 220V P/CK85BA3/CK07BA4,1
C04255V,BOBINA 440V P/CK85BA3/CK07BA4,1
C04787J,BOBINA 110V P/CK08BA4,1
C04787M,BOBINA 220V P/CK08BA4,1
C04787V,BOBINA 440V P/CK08BA4,1
C079/NE,LUM COLGANTE E27 SIN LAMPARA,1
C08998J,BOBINA 110V P/CK13BA3/CK13BA4,1
C091/AB,LUM SUSPENDIDO CRISTAL E27 AMBAR,2
C091/HU,LUM SUSPENDIDO CRISTAL E27 HUMO,1
C098/CR,LUMINARIO PARA TECHO,1
C098/HU,LUMINARIA PARA TECHO 1* E27 TRASLUCIDO,1
C1AC4,C1AC4,1
C12168C,BOBINA SIN MOD. ELECTRONICO 24 VCA,1
C12168I,BOBINA 120V P/CK75CA/CK08CA,1
C12168M,BOBINA 220V P/CK75CA3/CK08CA3,2
C12168V,BOBINA 440V P/CK75CA3/CK08CA3,2
C1600,CINTA 3M TEMFLEX NEGRA,5
C2030-8/NE,LUMP/TECHO SUSPENDIDO 8XE27 NEGRO,4
C2035-3/NE,LUM. P/TECHO CRISTAL OPAL 3xE27  NEGRO,1
C2036-10/NE,LUMINARIO PARA TECHO CANDIL 10L,2
C2038-6/CR,LUMINARIA PARA TECHO 6L CROMO,4
C220LSIGR,MICRO VERSATRIP  PLUS,1
C222/BL,LUM. P/TECHO SUSPENDIDO E27 BLANCO,1
C226/BL,LUMINARIA DECORATIVA,1
DH-5101.SUSB,LUMINARIA DECORATIVA PARA SUSPENDER  50,2
DH-5101.SUSN,Luminario tipo spot para sobreponer,2
DRIVERLED-12V-36,Driver 12V DC  36 Watts  IP67,1
EA2000-MX,Kit for joining plates  height 2000mm,21
EA2013-MX,Placa o platina de fondo de 2000X1200 mm,45
EA2060-MX,Control and Automation Board W 600 mm H 2000 mm D 400 mm,2
EA2080-MX,Platina de Fondo de 2000x800 mm.,32
EB27B04SC,TABLILLA CORTOCIRCUITABLE 4P CON CUBIERT,2
EB27B06S,TERMINAL BLOCK 6 PUNTOS 30A #10-18 AW,3
EB27B-12SC,TABLILLA CORTOCIRCUITABLE 12P CON CUBIER,5
EC2012K-MX,PUERTA CIEGA 2000X1000MM(HXW) 7035,1
EC2060K-MX,Puerta ciega de 2000x600 mm,8
EC2080FC6K-MX,Puerta de cierre por solape (sin montant,26
EC2080K-MX,Puerta ciega de 2000x800 mm.,22
ED0025,UfixL Alimentador 2500mm,148
ED2012SK-MX,Puerta de cierre por solape (sin montant,26
ED2183,UfixH Bastidor 600mm,9
ED2191,UfixH Bastidor 800mm,26
ED2209,UfixH alimentador 4P 400A,36
ED2217,UfixH Base XT1 L1 Sup.125A,109
ED2225,UfixH Base XT1 L2 Sup.125A,110
ED2233,UfixH Base XT1 L3 Sup.125A,110
ED2290,UfixH Base XT3 L1 Sup.250A,5
ED2308,UfixH Base XT3 L2 Sup.250A,2
ED2407,UfixH Tapa plas.173mm 10pz,6
ED2531,UfixH Base S200 L1 Sup.63A,74
ED2549,UfixH Base S200 L2 Sup.63A,73
ED2556,UfixH Base S200 L3 Sup.63A,76
ED2564,UfixH Base S200 N Sup.63A,32
ED2944,UfixL Barra Alim.12 mod.100A,20
ED2951,UfixL Barra Alim.18 mod.100A,5
ED2969,UfixL Barra Alim.24 mod.100A,27
ED3066,UfixL Conexiones N 100A 10pz,31
ED3090,UfixL Cablealim.4P100A600mm,1
ED3101,UfixL Borne alim.L1 1P 10pz,5
ED3102,UfixL Borne alim.L2 1P 10pz,5
ED3103,UfixL Borne alim.L3 1P 10pz,7
ED3104,UfixL Borne alim.N 1P 10pz,5
EF6060-MX,IS2 BRIDAS PASACABLES CORREDERAS 600X600MM,8
EF8040-MX,Control and Automation Board W 800 mm H 1400 mm D 400 mm,2
EF8060-MX,IS2 PLACA DE CIERRE DE SUELO CORREDERO 800X600MM,1
EF8080-MX,Tapas corredera para entrada de cables,130
EGT5G18W,LUM LINEAL 18W LUZ BLANCO FRIO 120 CM OP,2
EK0004,EK0004,1
EK1260KN-MX,Base/Techo y Zocalo de 1200x600,5
EK1280KN,Base/top 1200x800mm WxD,29
EK6060KN-MX,Control and Automation Board W 600 mm H 1400 mm D 600 mm,2
EK8040KN-MX,Control and Automation Board W 800 mm H 1400 mm D 400 mm,2
EK8060KN-MX,Base/Techo y Zocalo de 800x600,6
EK8080KN-MX,Base/Techo y Zocalo de 800x800,37
EL1A0015MC,TRANSF.SECO 3F 15KVA 480D-220V D/E AL,10
EL1A0030MC,TRANSF.SECO 3F 30KVA 480D-220V D/E AL,16
EL1A0045MC,TRANSF.SECO 3F 45KVA 480D-220V D/E AL,13
EL1A0075MC,TRANSF.SECO 3F 75KVA 480D-220V D/E AL,7
EL1A0112MC,TRANSF.SECO 3F 112.5KVA 480D-220V D/E AL,6
EL2060K,IS2 Tapa lat.2000x600mm 2pz,10
EL2080K-MX,IS2 Tapa lat.2000x800mm 2pz,94
EM2000-MX,Cuatro montantes de 2000 mm C/Bisagras,49
EM2020C-E27/S,EMPOTRADO GDE 13.2 CM ALT C/CRIST E27,2
EN0150K,IS2 Rejilla&filtro 150x150mm,2
EN0204K,IS2 Rejilla&filtro 204x204mm,16
EN0250K,IS2 Rejilla&filtro 250x250mm,3
EN2150K,IS2 Filtr+vent 115V150X150mm,4
EN2204K,IS2 Filtr+vent 115V204x204mm,22
EN2250K,IS2 Filtr+vent 115V250x250mm,1
EP2010K-MX,Panel posterior de 2000x1000 mm,2
EP2012K-MX,Panel posterior de 2000x1200 mm,34
EP2060K-MX,Panel posterior de 2000X600 mm,8
EP2080K-MX,Panel posterior de 2000X800 mm,21
ER8445D,NEXT ENCLOSURE 84HX45W N12,2
EV0003-MX,Cabinet joining kit,27
EV0006,Control and Automation Board W 400 mm H 1400 mm D 300 mm,1
EV0006-MX,Internal cabinet joing kit,20
EV0008,Control and Automation Board W 400 mm H 1400 mm D 300 mm,1
EV0008-MX,N.8 Rivets For Joining Structures,27
EV1119,K Barra Perforada 20x5mm 2pz,4
EV1122,K Aislaste hexa.M6 50pz 30mm,1
EV1123,K Aislaste hexa.M8 50pz 30mm,13
EV1135,K Tapa panel inst.72x72mm,11
EV-75,DETECTOR FOTOELECTRICO DE,184
EXND-LED/001/30,LAMP LED MR16 7W12V 3000K600LM,19
E1008,Terminal tipo ferrul aislada 1.0mm² 18AW,3
E1.2B12FAA-1+0,Transfer - E1.2B  1250 A  Fijo  Ekip Dip-LI  127Vac/dc  Tipo A (1+0)  3 Polos,1
E1.2B12FAB-1+0,Transfer - E1.2B  1250 A  Fijo  Ekip Dip-LI  24dc  Tipo A (1+0)  3 Polos,2
E1.2B16WAA-1+1,Transfer - E1.2B  1600 A  Extraíble  Relé Ekip LI  127Vac/dc  Tipo A (1+1)  3 Polos,1
E1.2N12FAA-1+0,E1.2N  1250 A  Fijo  Ekip Dip-LI  127Vac/dc  Tipo A (1+0)  3 Polos,1
E1.2N12WCA-1+1,TT- E1.2N  1250 A  Extraíble  Relé Ekip,1
E2.2N20FAA-0+0,C.BREAKER SACE EMAX2 E2.2N 2000,1
E2.2N20FAA-1+0,Transfer - E2.2N  2000 A  Fijo  Ekip Dip-LI  127Vac/dc  Tipo A (1+0)  3 Polos,1
E2.2N20FAA-1+1,Transfer - E2.2N  2000 A  Fijo  Ekip Dip,1
E2.2N25FAA-1+0,Transfer - E2.2N  2500 A  Fijo  Ekip Dip-LI  127Vac/dc  Tipo A (1+0)  3 Polos,1
E2.2N25FAA-1+1,Transfer - E2.2N  2500 A  Fijo  Ekip Dip-LI  127Vac/dc  Tipo A (1+1)  3 Polos,1
E2.2N25WAA-1+1,Transfer - E2.2N  2500 A  Extraíble  Relé Ekip LI  127Vac/dc  Tipo A (1+1)  3 Polos,1
E4.2N32FAA-1+1,E4.2N  3200 A  Fijo  Ekip Dip-LI  127Vac/dc  Tipo A (1+1)  3 Polos,1
FABRICACION,,300
FAL36100,INT.TERMOMAG.3P 100A  480V,2
FASHTJ,disparo en derivación  110 V CC/CA,3
FDC35TE160GD,FDC35TE160GD,2
FDN36TD016ED,RECORD PLUS 16 AMP,1
FDN36TD020ED,RECORD PLUS 20 AMP,2
FDN36TD025ED,RECORD PLUS 25 AMP,3
FDN36TD032ED,RECORD PLUS 32 AMP,1
FDN36TD050ED,RECORD PLUS 50 AMP,2
FDN36TD063ED,RECORD PLUS 63 AMP,1
FDN36TD100GD,RECORD PLUS 100 AMP,1
FDQDB3H6,Bloque Dif.Inferior 3P 400/690V CA,4
FDQDB3M6,BOTON DIFERENCIAL-3P-200-440V,6
FDQDB4H6,BOTON DIFERENCIAL-4P-400-690V,5
FDQDB4M6,BOTON DIFERENCIAL-4P 200-440V,3
FEGS0250,SENSOR DE FALLA A TIERRA 250 AMP,2
FEJS3,Protección Cubrebornes corto con tapa 3P,6
FEQDB3HK6,BOTON DIFERENCIAL,1
FEQDB3MK6,BOTON DIFERENCIAL-3P-200-440V,2
FEQDB4HK6,RECORD PLUS,3
FEQDB4MK6,RECORD PLUS,2
FETCA1320,Bornes Int.Jaula Cu/Al 150mm,7
FETDD4250K,RECORD PLUS,1
FGGS0400,TRAFOR 400A DEFECTO TIERRA,2
FGGS0630,Sensor de dispositivo de falla a tierra,1
FGH47DA400LF,RECORD PLUS,1
FGH47DA630NF,RECORD PLUS 630 AMP,1
FGJM3,Cubrebornas medios con tapa final 3P,5
FGN47DD400LF,RECORD PLUS,2
FLNR100 ID,FUSIBLE,6
FLSR100 ID,FLSR100ID FUSIBLES IND.ELE 100A600VAC300VDC RK5,84
FLSR200ID,FUSIBLE 200A 600V LITTELFUSE,48
FLSR30ID,FUSIBLE 30A 600V LITTELFUSE,3
FLSR60ID,FUSIBLE 60A 600V LITTELFUSE,78
FLSR600ID,FUSIBLE 600A 600V LITTELFUSE,6
FSC1/2,CONDULET FSC 1/2,27
FSC19,CONDULET FSC 3/4,10
FS-95 8 HOMAC,PULPO 8 VIAS CALIBRE 350 HOMAC,20
F002,FUENTE 30W Vin 90-277V,2
F3HA10TTIST,CAJA DE CONEXIONES 3F 3H 1000A 600V AL,2
GD1520,GD1520,24
GE-625-4,ZAPATA 4000,9
GJL1213009R8101,BC6-30-10-P-1.4-81 Mini Contactor,10
GJL1311001R0101,B7-30-10-01 Mini Contactor,4
GJL1311901R0011,VB7-30-01-01 Mini Rev.Contactor,3
GJL1311911R8100,VB7A-30-10-80 Mini Rev.Contactor,15
GJL1313001R0101,MINI CONTACTOR TIPO BC7-30-10 24VCD ABB,37
GJL1313001R0107,MINI CONTACTOR TIPO BC7-30-10-12VCD ABB,50
GMC-18,LG 220V,1
GMC-18-25,1A1B 440VAC,1
GMC-22,Contactor 3P 9A 460v,7
GMC-22-120V,Contactor LG Bobina 120v,1
GMC-22-220V,Contactor LG Bobina 120v,2
GMC-32 ( 2A-2B ),CONTACTOR LG,1
GMC-32 (2A-2B),Contactor LG,1
GMC-65   ( 2A- 2,CONTACTOR LG,2
GMC-65 (2A- 26A),Contactor LG,2
GMC-9   220V,CONTACTOR 220V LG,2
GMC-9  440 V,CONTACTOR LG 440V,18
GMC-9-220V,Contactor LG 220v,2
GMC-9-40-3,Bobina 24v,2
GMC-9-40-30,BOBINA 24V,2
GMC-9-40-31,BOBINA 24V,2
GMC-9-440V,Contactor LG 440v,18
GMD-18,GMD-18 LG 24V,2
GMD-9-29,1A1B DC 24V,2
GMW-18MB/K,EST BOTONES START-STOP 12-18A,7
GMW-18MB/K8,1A1B 12-18A 220VAC,1
GMW-32B/K10,2A2B 22(18-26)A 220VAC,1
GMW-9MB/K,MOTOR STARTER W/PB 220V 5-8A,5
GMW-9MB/K  1.6,STARTED MOTOR L. G. 1.6 -  2.5 A,8
GMW-9MB/K 4-6,BOTONERA STARER  L.G  4-6A,10
GMW-9MB/K-1,EST. DE BOTONES START-STOP 2.5-,5
GMW-9MB/K2,2.5-4 A 220VAC,8
GMW-9MB/K5,8.5 (7-10) A 120VAC,14
GPAC02LRA,BLOCK DE CONTACTO 2NC LATERAL DERECHO,20
GPAC11LLA,BLOCK DE CONTACTOS AUXILIARES,18
GPAC20LLA,BLOCK DE CONTACTO 2NA LATERAL IZQUIERDO,8
GPES55A,CAJA P/GPS1*S,2
GPS1BHAK,GUARDAMOTOR 6.3 - 10A SURION,24
GPS1BHAM,GUARDAMOTOR 11-16A,20
GPS1BHAP,GUARDAMOTOR 19-25A,24
GPS1BHAR,GUARDAMOTOR 25-32A,8
GPS1BSAD,GUARDAMOTOR .4--.63A,8
GPS1BSAF,G.MOTOR 1-1.16A 1/3HP 220V 3/4HP,13
GPS1BSAH,G.MOTOR 2.5-4A 3/4HP 220V 2HP 480V,11
GPS1BSAK,G.MOTOR 6.3-10A 3HP 220V 5HP 480V,28
GPS1BSAL,GUARDAMOTOR 9-13A,2
GPS1BSAM,GUARDAMOTOR 11-16A,7
GPS1BSAN,G.MOTOR 14-20A 5HP 220V 10HP 480V,16
GPS1BSAP,GUARDAMOTOR 19-25A,3
GPS1BSAR,G.MOTOR 24-32A 10HP 220V 20HP,15
GPS2BHAN,INT. AUT.,3
GPS2BHAT,GUARDAMOTOR DE 35 A 50 AMPERES,2
GPS2BSAS,GUARDAMOTOR 25-32,3
GPS2BSAT,GUARDAMOTOR 35-50A,18
GPS2BSAU,GPS2BSAU INT. T+M PROT. 45-63A STAND.,3
GTK-022   7,RELEVADOR  L.G  7-10,3
GTK-022-11,LG 3P 9.0-13A 600V,7
GTK-022-15,LG 3P 12-18A 600V,7
GTK-022-19,LG 3P 16-22A 600V,10
GTK-022-3.3,LG 3P 2.5-4 A 600V,9
GTK-022-5.0,LG 3P 4.0-6.0A 600V,6
GTK-040-34,LG 3P 28-40A 600V,4
GTK-085-74,LG 3P 63-85A 600V,1
GTK-100,LG 3P 85-125A 600V THERMAL,1
GTK-22  1.6,RELEVADOR L.G.  1.6    -    2.5A,6
GTK40-11,22(18-26)A,5
GTK-85,LG 3P 54-75A 600V THERMAL,1
GTK-85/3,RELEV DE SOBRECARGA 45-65AMP,9
GTK85-3,RELEVADOR DE SOBRECARGA 18-,62
GTK85-5,28-40A,5
GTK85-6,24-36A,2
GTP0350U0408,RATING PLUG ENTELLIGUARD,1
GTP0400U0410,RATING PLUG ENTELLIGUARD,1
GTP0450U0612,Rating Plug Entelliguard 450Amps.,1
GTP0500U0613,Rating Plug Entelliguard 500Amps.,1
GTP0600U0616,RATING PLUG ENTELLIGUARD,2
GTP1000U1025,RATING PLUG ENTELLIGUARD,1
GTP1200U1232,RATING PLUG ENTELLIGUARD,2
GTP3200U3264,RATING PLUG ENTELLIGUARD,2
GU10L-LED/001/65,REFLECTOR LED GU10 6W 6500K,9
GX-12,LUM. INDICADORA SALIDA DE,11
G45D-LEDF/001/27,LÁMP E27 27K  4.5W  420LM  127V,1
HDA36060,INTERRUPTOR PPALLI-LINE 3 POLOS,1
HLED-370/N,EXTERIOR MUROS LED 9W100-240V4000K,3
HLED-803/B,LUM EXT BLANCO 1W 4000 K,8
HU361RB,INTERRUPTOR DE SEGURIDAD 3X30A 600V,3
H5010/S,LUM TECHO EMPT. DIRG.HALO ALUM,1
H-750-V/N,EXTERIOR REFLECTORES S/L100,5
IC200UAA003,MICRO PLC 14 POINTS VERSAMAX,1
IDSR400,FUSIBLES IND.ELE 400A600VAC600VDC C/RK5,1
IL0301L0043QCM,LUM SUBACUATICO C/HOUSING 4 LEDS 24 VDC,21
IL0436L0043ICD,CIES PARA SOBREPONER,1
IL9401L0093PCD,CICLOPE CIRCULAR 9 LEDS 24V,1
IP0601,L Marco Horiz.600mm 2pz,3
IP0604,L Marco Horiz.800mm 2pz,11
IP1000,L Marco Horiz.1000mm 2pz,1
IP1800,L Marco Vert.1800mm 2pz,1
JFD2500:5,Transformador de corriente tipo dona modelo JFD  relación  2500:5 Amperios,9
JTD125,Fusibles industriales 125A 600VAC,17
JTD125 ID,FUSIBLE IND 125A UL CLASS J FUS RETARDO,30
KB4EJ,BOBINA 110V P/CK75CEE-CK08CE3,1
KB4EN,BOBINA 220V P/CK75CE3-CK08CE3 (NECESITA,1
KB5EJ,BOBINA 110V P/CK85BE3-CK95BE3-CK07BE4,1
KB5EY,BOBINA 440V P/CK85BE3-CK95BE3,1
KB6EJ,BOBINA 110V P/CK12BE3-CL12BE4,4
KB6EN,BOBINA 220V P/CK12BE3-CK12BE4,1
KB7EJ,BOBINA 110V P/CK10CE3-CK11-CK10CE4-CL11C,2
KB7EY,BOBINA 440V P/CK10CE3 CK11-CK10CE4,3
KH-RS-R8,BASE RELAY LG,101
KH+102-2C,KOINO UR RELAY 8PIN 2P 10A 220V,60
KH-102-2C,KOINO UR RELAY 8 PIN 2P 10A 24V,39
KITA19CCTTCW3P,KIT DE 3 FOCOS  LED 7W,3
KLDR030,FUSIBLE CLASE CC   30 AMP  600V,7
KL-700,DETECTOR DE HUMO DE 2 HILOS,30
KM5EJ,MODULO ELECTRONICO 110V P/CK85BE3-CK95BE,1
KM5EN,MODULO ELECTRONICO 220V P/CK85BE3-CK95BE,1
KM6EJ,MODULO ELECTRONICO 110V P/CK95BE,1
KM6EN,MODULO ELECTRONICO 220 P/CK12BE3,1
KM7ED,MODULO ELECTRONICO 24VCD P/CK10CE3-CK11C,2
KM7EJ,MODULO ELECTRONICO 110V P/CK10CE3-CK11CE,3
KOBDES6,CABLE CU SEMIDURO DESNUDO CAL 6,100
KOBREXTHW1/0,CABLE  THW-LS 90 600V CAL 1/0,130
KOBREXTHW3/0,CABLE THW-LS 600V CAL3/0 KOBREX,59
KOBREXTHW4,Cable THWLS Calibre 4 AWG 600V 90°C,191
KOB-1/0DES,CABLE DE COBRE CALIBRE 1/0 DESNUDO,72
KOB-10DES,CABLE DE COBRE DESNUDO CAL 10 AWG,1270
KOB-10NGRO,CABLE THW-LS 600V CALIBRE 10,50
KOB-12BCO,CABLE THW-LS 600V CALIBRE 12,1500
KOB-12DES,CABLE DE COBRE DESNUDO CAL 12 AWG,6009
KOB14DES,CABLE COBRE DESNUDO CAL 14,954
KOB16,CABLE THW CAL 16 KOBREX,2573
KOB16NGO,CABLE DE COBRE CAL 16 TWH NEGRO,1102
KOB-2DES,CABLE DE COBRE DESNUDO CALIBRE 2,110
KOB2/0NEG,CABLE CALIBRE 2/0 NEGRO,25
KOB-250,CABLE COBRE 250KCM KOBREX,100
KOB-400,CABLE CALIBRE 400 KCM,166
KOB-6NGRO,Cable THWLS Calibre 6 AWG 600V 90°C,90
KOB-8BCO,CABLE THW-LS 600V CALIBRE 8,45
KOB-8DES,CABLE DE COBRE DESNUDO CALIBRE 8 AWG,40
K20K10-35,TERMINAL FOR BUSBAR,18
LA36400,INT. TERMOMAGNETICO I-LINE 3P 400A 600V,1
LB1AF,#N/D,5
LB1AJ,NO UTILIZAR,23
LB1AM,BOBINA 220V P/CL00 01 02,9
LB1A1,Bobina p/contactor 24v,31
LB1A3,BOBINA 110V P/CL00 01 02,19
LB1A5,Bobina p/contactor 220v,64
LB1A8,Bobina p/contactor 440V ca,15
LB1A9,BOBINA 48V P/CL00 02 03,22
LB1DD,BOBINA 24VCD P/CL00 02,17
LB1DK,BOBINA 120VCD P/CL00-CL02,2
LB3AJ,NO UTILIZAR,2
LB3AU,COIL,10
LB3A1,BOBINA 24V P/CL03 04 45,24
LB3A3,BOBINA P/CONTACTOR TRIPOLAR,104
LB3A5,Bobina p/contactor 220v,2
LB3A8,COIL AC 440V 50/60HZ,8
LB3DD,BOBINA 24VCD P/CL03 04 45,2
LB3DJ,BOBINA 120VCD P/CL03 04 45,3
LB4AU,BOBINA 480V P/CL06-CL10,5
LB4AV,BOBINA 440VAC P/CL05 06 07 08 09 10,11
LB4A1,BOBINA 24V P/CL05 06 07 08 09 10,1
LB4A4,BOBINA RECAMBIO 120V,2
LB4A5,BOBINA 220V P/CL05 06 07 08 09 10,36
LB4A8,BOBINA 440V P/CL05 06 07 08 09 10,14
LB4A9,BOBINA 48V P/CL05 06 07 08 09 10,10
LB4ED,BOBINA DE 24VCD P/CL06-CL10,5
LB4EJ,BOBINA 110VCD P/CL06-CL10,2
LG0006P1B0,GABINETE P/ ARRANCADOR CL00/CL02,3
LG0006P2B,ARRANCADOR 2HP 3FASES 220V GE,1
LG0006P3,ARRANCADOR TENSION PLENA TRIF. 220 V 3HP,1
LG0006P4,ARRANCA.TENSION PLENA 3P 12 AMP 4HP 220V,1
LG0006P5,ARRANCADOR TENSION PLENA TRIF.5 HP 220V,5
Lk1004,L Kit T1+Diff H 200x600mm,2
LMT-2835-WW4-414,MODULO BACKLIGHT 4 LED 2835 BLANCO NEUTR,16
LPSC0001Z,ACS 600V CCPOWER-SAFE 30A,150
LPSC0001ZXID,PORTAFUSIBLE,120
LPSC0002Z,ACS 600V CCPOWER-SAFE 30A,35
LPSC0002ZXID,ACS 600V 30A IND2,50
LPSC0003Z,LPSC003,61
LPSC0003ZXID,FUSIBLES,32
